model,dataset,sample_id,reducer,question,right_answer,generated_answer,latency_s,token_score,token_pred,semantic_score,semantic_pred,llm_score,llm_pred,bert_score,bert_pred,run
llama3:latest,synthetic,synthetic_0002,constrained_decoding,What is the main pigment involved in photosynthesis?,Chlorophyll is the primary pigment that absorbs light in photosynthesis.,The main pigment involved in photosynthesis is chlorophyll a.,0.608,0.6787878710568854,True,0.1249883770942688,False,0.05,False,0.46839387416839595,True,1
llama3:latest,synthetic,synthetic_0002,self_verification,What is the main pigment involved in photosynthesis?,Chlorophyll is the primary pigment that absorbs light in photosynthesis.,The main pigment involved in photosynthesis is chlorophyll a.,3.89,0.6787878710568854,True,0.1249883770942688,False,0.05,False,0.46839387416839595,True,1
llama3:latest,synthetic,synthetic_0004,baseline,How many neurons does the human brain contain?,The human brain contains approximately 86 billion neurons.,"According to various estimates, the human brain contains approximately 86 billion neurons.",0.674,0.2791758279629102,False,0.027231574058532715,False,0.0,False,0.2181201219558716,False,1
llama3:latest,synthetic,synthetic_0004,rag,How many neurons does the human brain contain?,The human brain contains approximately 86 billion neurons.,"According to the reference passage, the human brain contains approximately 86 billion neurons.",0.766,0.2791758279629102,False,0.0405576229095459,False,0.05,False,0.37795982956886287,True,1
llama3:latest,synthetic,synthetic_0004,constrained_decoding,How many neurons does the human brain contain?,The human brain contains approximately 86 billion neurons.,"According to various estimates, the human brain contains approximately 86 billion neurons. This number is based on studies using techniques such as magnetic resonance imaging (MRI), positron emission tomography (PET) scans, and histological analysis of brain tissue. However, it's worth noting that this exact number may vary slightly depending on the source and methodology used.",2.047,0.8021025113493959,True,0.10644179582595825,False,0.05,False,0.7816931962966919,True,1
llama3:latest,synthetic,synthetic_0004,self_verification,How many neurons does the human brain contain?,The human brain contains approximately 86 billion neurons.,"According to various estimates, the human brain contains approximately 86 billion neurons. This number is based on studies using advanced imaging techniques such as magnetic resonance imaging (MRI) and positron emission tomography (PET) scans, as well as histological examinations of post-mortem brains. However, it's worth noting that this number can vary slightly depending on the source and methodology used.",4.654,0.8198647425447229,True,0.11610996723175049,False,0.05,False,0.7081897616386413,True,1
llama3:latest,synthetic,synthetic_0000,baseline,When was Python first released?,Python was first released in 1991.,"Python 0.1.0 (also known as ""Alpha"") was released on February 20, 1991. The first public release of Python, version 1.0, followed on January 3, 1994.",1.508,0.8557504805223402,True,0.2231501340866089,False,0.0,False,1.0683172717690468,True,1
llama3:latest,synthetic,synthetic_0000,rag,When was Python first released?,Python was first released in 1991.,"According to the passage, Python was first released in 1991.",0.853,0.34173352835832493,False,0.03729689121246338,False,0.05,False,0.9239095151424408,True,1
llama3:latest,synthetic,synthetic_0000,constrained_decoding,When was Python first released?,Python was first released in 1991.,"Python 0.9.1, the first publicly available version of Python, was released on February 20, 1991.",1.051,0.7320261359401582,True,0.14543688297271729,False,0.0,False,1.0394543632864952,True,1
llama3:latest,synthetic,synthetic_0000,self_verification,When was Python first released?,Python was first released in 1991.,"Python 0.9.1, also known as ""Python version 0"", was released in February 1991 by Guido van Rossum.",3.17,0.8380952312632544,True,0.1792529821395874,False,0.0,False,1.029647096991539,True,1
llama3:latest,synthetic,synthetic_0003,baseline,For what did Einstein receive the Nobel Prize?,Einstein received the Nobel Prize in Physics in 1921 for his discovery of the law of the photoelectric effect.,"Einstein received the Nobel Prize in Physics in 1921 for his explanation of the photoelectric effect, which was a key part of his work on the theory of light quanta (now called photons).",1.38,0.5604877016012588,False,0.10301840305328369,False,0.0,False,0.31055592298507695,True,2
llama3:latest,synthetic,synthetic_0003,rag,For what did Einstein receive the Nobel Prize?,Einstein received the Nobel Prize in Physics in 1921 for his discovery of the law of the photoelectric effect.,"According to the reference passage, Albert Einstein received the Nobel Prize in Physics in 1921 for his discovery of the law of the photoelectric effect, not for relativity.",1.292,0.28171330905696385,False,0.09285527467727661,False,0.05,False,0.21470754146575932,False,2
llama3:latest,synthetic,synthetic_0003,constrained_decoding,For what did Einstein receive the Nobel Prize?,Einstein received the Nobel Prize in Physics in 1921 for his discovery of the law of the photoelectric effect.,"Einstein received the Nobel Prize in Physics in 1921 for his explanation of the photoelectric effect, which was a key contribution to the development of quantum theory.",1.208,0.4529049860327679,False,0.07824373245239258,False,0.05,False,0.24622930288314815,False,2
llama3:latest,synthetic,synthetic_0003,self_verification,For what did Einstein receive the Nobel Prize?,Einstein received the Nobel Prize in Physics in 1921 for his discovery of the law of the photoelectric effect.,"INCORRECT

Einstein did not receive the Nobel Prize in Physics in 1921 for his explanation of the photoelectric effect. He actually received the prize in 1921 ""for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect"", but it was not specifically for his explanation of the photoelectric effect.

Corrected answer: Einstein received the Nobel Prize in Physics in 1921 for his services to theoretical physics and his discovery of the law of the photoelectric effect.",4.654,0.636492129435113,True,0.11450040340423584,False,0.95,True,0.4040146470069885,True,2
llama3:latest,synthetic,synthetic_0001,baseline,Who built the first unified Great Wall of China?,"The first unified Great Wall was built by Qin Shi Huang, the first emperor of China.","The First Emperor of China, Qin Shi Huang (221-206 BCE), is credited with building the first unified Great Wall of China. He ordered the construction of a long wall to protect his empire from invasions by nomadic tribes.",1.636,0.7139245400777701,True,0.059594929218292236,False,0.0,False,0.5928192555904388,True,2
llama3:latest,synthetic,synthetic_0001,rag,Who built the first unified Great Wall of China?,"The first unified Great Wall was built by Qin Shi Huang, the first emperor of China.","According to the reference passage, Qin Shi Huang (221-206 BC), the first emperor of China, was responsible for joining together selective stretches of earlier walls and building a unified Great Wall. Therefore, he is considered to have built the first unified Great Wall of China.",1.82,0.7158973805384209,True,0.051222264766693115,False,0.0,False,0.6359188735485077,True,2
llama3:latest,synthetic,synthetic_0001,constrained_decoding,Who built the first unified Great Wall of China?,"The first unified Great Wall was built by Qin Shi Huang, the first emperor of China.","The First Emperor of China, Qin Shi Huang (221-210 BCE), is credited with building the first unified Great Wall of China. He ordered the construction of a long wall to protect his empire from invasions by nomadic tribes and to keep out rival states. The wall was built using local materials such as rammed earth, stones, and wood, and it stretched for over 3,000 miles (4,800 km).",2.631,0.8286765301884872,True,0.09206795692443848,False,0.0,False,0.7497989416122437,True,2
llama3:latest,synthetic,synthetic_0001,self_verification,Who built the first unified Great Wall of China?,"The first unified Great Wall was built by Qin Shi Huang, the first emperor of China.","The First Emperor of China, Qin Shi Huang (221-206 BCE), is credited with building the first unified Great Wall of China. He connected various existing walls and fortifications to create a long series of defensive structures that stretched over 3,000 miles (4,800 km) across northern China.",4.195,0.791703373694484,True,0.07288467884063721,False,0.0,False,0.6979041159152984,True,2
llama3:latest,synthetic,synthetic_0002,baseline,What is the main pigment involved in photosynthesis?,Chlorophyll is the primary pigment that absorbs light in photosynthesis.,The main pigment involved in photosynthesis is Chlorophyll a.,0.632,0.6787878710568854,True,0.1249883770942688,False,0.05,False,0.46839387416839595,True,2
llama3:latest,synthetic,synthetic_0002,rag,What is the main pigment involved in photosynthesis?,Chlorophyll is the primary pigment that absorbs light in photosynthesis.,"According to the reference passage, the main pigment involved in photosynthesis is chlorophyll.",0.886,0.7797618965131847,True,0.13429558277130127,False,0.05,False,0.6356237828731537,True,2
llama3:latest,synthetic,synthetic_0002,constrained_decoding,What is the main pigment involved in photosynthesis?,Chlorophyll is the primary pigment that absorbs light in photosynthesis.,The main pigment involved in photosynthesis is chlorophyll a.,0.616,0.6787878710568854,True,0.1249883770942688,False,0.05,False,0.46839387416839595,True,2
llama3:latest,synthetic,synthetic_0002,self_verification,What is the main pigment involved in photosynthesis?,Chlorophyll is the primary pigment that absorbs light in photosynthesis.,"The main pigment involved in photosynthesis is chlorophyll. Chlorophyll a, to be specific, absorbs light energy from the visible spectrum (400-700 nanometers) and uses it to power the conversion of carbon dioxide and water into glucose and oxygen.",3.742,0.8660384193981643,True,0.11091405153274536,False,0.05,False,0.7634516209363937,True,2
llama3:latest,synthetic,synthetic_0004,baseline,How many neurons does the human brain contain?,The human brain contains approximately 86 billion neurons.,"The estimated number of neurons in the human brain is around 86 billion. This estimate was based on a study published in 2012 that analyzed data from brain imaging techniques such as magnetic resonance imaging (MRI) and computerized tomography (CT) scans, as well as histological analysis of post-mortem brains.",2.023,0.8888879076998468,True,0.15781617164611816,False,0.0,False,0.6934375047683716,True,2
llama3:latest,synthetic,synthetic_0004,rag,How many neurons does the human brain contain?,The human brain contains approximately 86 billion neurons.,"According to the passage, the human brain contains approximately 86 billion neurons.",0.787,0.20708089766885904,False,0.06347256898880005,False,0.05,False,0.20378893613815308,False,2
llama3:latest,synthetic,synthetic_0004,constrained_decoding,How many neurons does the human brain contain?,The human brain contains approximately 86 billion neurons.,"According to various estimates, the human brain contains approximately 86 billion neurons. This number is based on studies using techniques such as magnetic resonance imaging (MRI), positron emission tomography (PET) scans, and histological analysis of brain tissue. However, it's worth noting that this exact number may vary slightly depending on the source and methodology used.",2.197,0.8021025113493959,True,0.10644179582595825,False,0.05,False,0.777376389503479,True,2
llama3:latest,synthetic,synthetic_0004,self_verification,How many neurons does the human brain contain?,The human brain contains approximately 86 billion neurons.,"According to various studies, it's estimated that the human brain contains approximately 86 billion neurons. However, it's worth noting that this number can vary slightly depending on the source and methodology used.",4.073,0.654804560385197,False,0.10515415668487549,False,0.05,False,0.5806249380111694,True,2
llama3:latest,synthetic,synthetic_0000,baseline,When was Python first released?,Python was first released in 1991.,"Python 0.1.2, the first publicly available version of the language, was released on February 20, 1991.",1.234,0.7405731444871667,True,0.1946457028388977,False,0.05,False,1.0083683297038077,True,2
llama3:latest,synthetic,synthetic_0000,rag,When was Python first released?,Python was first released in 1991.,"According to the passage, Python was first released in 1991.",0.811,0.34173352835832493,False,0.03729689121246338,False,0.05,False,0.9355253428220749,True,2
llama3:latest,synthetic,synthetic_0000,constrained_decoding,When was Python first released?,Python was first released in 1991.,"Python 0.9.1, the first publicly available version of Python, was released on February 20, 1991.",1.094,0.7320261359401582,True,0.14543688297271729,False,0.0,False,1.0286272533237935,True,2
llama3:latest,synthetic,synthetic_0000,self_verification,When was Python first released?,Python was first released in 1991.,"Python 1.0 was released on February 20, 1991.",3.135,0.6753246667959417,True,0.11970102787017822,False,0.05,False,0.9733458563685418,True,2
llama3:latest,synthetic,synthetic_0003,baseline,For what did Einstein receive the Nobel Prize?,Einstein received the Nobel Prize in Physics in 1921 for his discovery of the law of the photoelectric effect.,"Einstein received the Nobel Prize in Physics in 1921 for his explanation of the photoelectric effect, which was a fundamental contribution to the development of quantum theory.",1.199,0.4529049860327679,False,0.07503759860992432,False,0.05,False,0.25672712326049807,True,3
llama3:latest,synthetic,synthetic_0003,rag,For what did Einstein receive the Nobel Prize?,Einstein received the Nobel Prize in Physics in 1921 for his discovery of the law of the photoelectric effect.,"According to the passage, Einstein received the Nobel Prize in Physics in 1921 for his discovery of the law of the photoelectric effect, not for relativity.",1.258,0.19218204898141752,False,0.08238840103149414,False,0.0,False,0.21320617198944092,False,3
llama3:latest,synthetic,synthetic_0003,constrained_decoding,For what did Einstein receive the Nobel Prize?,Einstein received the Nobel Prize in Physics in 1921 for his discovery of the law of the photoelectric effect.,"Einstein received the Nobel Prize in Physics in 1921 for his explanation of the photoelectric effect, which was a key contribution to the development of quantum theory.",1.187,0.4529049860327679,False,0.07824373245239258,False,0.05,False,0.27125782966613765,True,3
llama3:latest,synthetic,synthetic_0003,self_verification,For what did Einstein receive the Nobel Prize?,Einstein received the Nobel Prize in Physics in 1921 for his discovery of the law of the photoelectric effect.,"Einstein received the Nobel Prize in Physics in 1921 for his explanation of the photoelectric effect, which was a key contribution to the development of quantum theory.",3.666,0.4529049860327679,False,0.07824373245239258,False,0.05,False,0.24123998880386355,False,3
llama3:latest,synthetic,synthetic_0001,baseline,Who built the first unified Great Wall of China?,"The first unified Great Wall was built by Qin Shi Huang, the first emperor of China.",The first unified Great Wall of China was built during the Qin Dynasty (221-206 BCE) by Emperor Qin Shi Huang.,1.028,0.48665934956352697,False,0.04669904708862305,False,0.05,False,0.6071075201034546,True,3
llama3:latest,synthetic,synthetic_0001,rag,Who built the first unified Great Wall of China?,"The first unified Great Wall was built by Qin Shi Huang, the first emperor of China.","According to the reference passage, Qin Shi Huang (221-206 BC), the first emperor of China, was responsible for joining together selective stretches of earlier walls, creating the first unified Great Wall of China.",1.548,0.7033682548753646,True,0.09969282150268555,False,0.0,False,0.6331887781620026,True,3
llama3:latest,synthetic,synthetic_0001,constrained_decoding,Who built the first unified Great Wall of China?,"The first unified Great Wall was built by Qin Shi Huang, the first emperor of China.","The First Emperor of China, Qin Shi Huang (221-210 BCE), is credited with building the first unified Great Wall of China. He ordered the construction of a long wall to protect his empire from invasions by nomadic tribes and to keep out rival states. The wall was built using local materials such as rammed earth, stones, and wood, and it stretched for over 3,000 miles (4,800 km).",2.692,0.8286765301884872,True,0.09206795692443848,False,0.0,False,0.776824751496315,True,3
llama3:latest,synthetic,synthetic_0001,self_verification,Who built the first unified Great Wall of China?,"The first unified Great Wall was built by Qin Shi Huang, the first emperor of China.","The First Emperor of China, Qin Shi Huang (221-206 BCE), is credited with building the first unified Great Wall of China. He ordered the construction of a long wall to protect his empire from invasions by nomadic tribes and to consolidate his power. The wall was initially built to connect existing fortifications and watchtowers, and it was extended and fortified over time by subsequent Chinese dynasties.",5.167,0.8072873480430959,True,0.07646960020065308,False,0.0,False,0.7664853274822235,True,3
llama3:latest,synthetic,synthetic_0002,baseline,What is the main pigment involved in photosynthesis?,Chlorophyll is the primary pigment that absorbs light in photosynthesis.,The main pigment involved in photosynthesis is Chlorophyll a.,0.622,0.6787878710568854,True,0.1249883770942688,False,0.05,False,0.46839387416839595,True,3
llama3:latest,synthetic,synthetic_0002,rag,What is the main pigment involved in photosynthesis?,Chlorophyll is the primary pigment that absorbs light in photosynthesis.,"According to the passage, chlorophyll is the main pigment involved in photosynthesis, as it absorbs light energy.",1.013,0.6916205642647055,True,0.058037519454956055,False,0.05,False,0.520259541273117,True,3
llama3:latest,synthetic,synthetic_0002,constrained_decoding,What is the main pigment involved in photosynthesis?,Chlorophyll is the primary pigment that absorbs light in photosynthesis.,The main pigment involved in photosynthesis is chlorophyll a.,0.875,0.6787878710568854,True,0.1249883770942688,False,0.05,False,0.5379156470298767,True,3
llama3:latest,synthetic,synthetic_0002,self_verification,What is the main pigment involved in photosynthesis?,Chlorophyll is the primary pigment that absorbs light in photosynthesis.,The main pigment involved in photosynthesis is chlorophyll a.,3.465,0.6787878710568854,True,0.1249883770942688,False,0.05,False,0.46839387416839595,True,3
llama3:latest,synthetic,synthetic_0004,baseline,How many neurons does the human brain contain?,The human brain contains approximately 86 billion neurons.,"The estimated number of neurons in the adult human brain is around 86 billion. This number can vary depending on the source and method of estimation, but 86 billion is a commonly cited estimate based on various studies and data.",1.534,0.8346121923500416,True,0.12902963161468506,False,0.05,False,0.6085706174373626,True,3
llama3:latest,synthetic,synthetic_0004,rag,How many neurons does the human brain contain?,The human brain contains approximately 86 billion neurons.,"According to the passage, the human brain contains approximately 86 billion neurons.",0.732,0.20708089766885904,False,0.06347256898880005,False,0.05,False,0.20378893613815308,False,3
llama3:latest,synthetic,synthetic_0004,constrained_decoding,How many neurons does the human brain contain?,The human brain contains approximately 86 billion neurons.,"According to various estimates, the human brain contains approximately 86 billion neurons. This number is based on studies using techniques such as magnetic resonance imaging (MRI), positron emission tomography (PET) scans, and histological analysis of brain tissue. However, it's worth noting that this exact number may vary slightly depending on the source and methodology used.",2.206,0.8021025113493959,True,0.10644179582595825,False,0.05,False,0.7056364715099335,True,3
llama3:latest,synthetic,synthetic_0004,self_verification,How many neurons does the human brain contain?,The human brain contains approximately 86 billion neurons.,"According to various estimates, the adult human brain contains approximately 86 billion neurons.",3.425,0.3383946693508581,False,0.05140972137451172,False,0.05,False,0.36018501222133636,True,3
llama3:latest,synthetic,synthetic_0000,baseline,When was Python first released?,Python was first released in 1991.,"Python 0.9.1, the first publicly available version of Python, was released on February 20, 1991.",1.208,0.7320261359401582,True,0.14543688297271729,False,0.0,False,1.0394543632864952,True,3
llama3:latest,synthetic,synthetic_0000,rag,When was Python first released?,Python was first released in 1991.,"According to the passage, Python was first released in 1991.",0.839,0.34173352835832493,False,0.03729689121246338,False,0.05,False,0.9471412152051926,True,3
llama3:latest,synthetic,synthetic_0000,constrained_decoding,When was Python first released?,Python was first released in 1991.,"Python 0.9.1, the first publicly available version of Python, was released on February 20, 1991.",1.043,0.7320261359401582,True,0.14543688297271729,False,0.0,False,1.0394543632864952,True,3
llama3:latest,synthetic,synthetic_0000,self_verification,When was Python first released?,Python was first released in 1991.,"Python 0.9.1, the first publicly available version of Python, was released on February 20th, 1991.",3.341,0.7320261359401582,True,0.13956058025360107,False,0.0,False,1.0394023321568966,True,3
